"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0015321","2025-11-03 06:10:36","Issue 2320: Slow internet","User reported Issue 2320: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015320","2025-11-03 06:10:36","Issue 2319: VPN connection failure","User reported Issue 2319: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0015319","2025-11-03 06:10:36","Issue 2318: Software installation error","User reported Issue 2318: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015318","2025-11-03 06:10:36","Issue 2317: Email not syncing","User reported Issue 2317: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015317","2025-11-03 06:10:35","Issue 2316: Laptop boot issue","User reported Issue 2316: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0015316","2025-11-03 06:10:35","Issue 2315: Software installation error","User reported Issue 2315: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015315","2025-11-03 06:10:35","Issue 2314: Laptop boot issue","User reported Issue 2314: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015314","2025-11-03 06:10:35","Issue 2313: VPN connection failure","User reported Issue 2313: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015313","2025-11-03 06:10:35","Issue 2312: Email not syncing","User reported Issue 2312: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015312","2025-11-03 06:10:34","Issue 2311: VPN connection failure","User reported Issue 2311: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015311","2025-11-03 06:10:34","Issue 2310: Slow internet","User reported Issue 2310: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015310","2025-11-03 06:10:34","Issue 2309: VPN connection failure","User reported Issue 2309: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015309","2025-11-03 06:10:34","Issue 2308: Laptop boot issue","User reported Issue 2308: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015308","2025-11-03 06:10:34","Issue 2307: VPN connection failure","User reported Issue 2307: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015307","2025-11-03 06:10:34","Issue 2306: Software installation error","User reported Issue 2306: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015306","2025-11-03 06:10:33","Issue 2305: Software installation error","User reported Issue 2305: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015305","2025-11-03 06:10:33","Issue 2304: Laptop boot issue","User reported Issue 2304: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015304","2025-11-03 06:10:33","Issue 2303: Software installation error","User reported Issue 2303: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015303","2025-11-03 06:10:33","Issue 2302: Slow internet","User reported Issue 2302: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015302","2025-11-03 06:10:33","Issue 2301: VPN connection failure","User reported Issue 2301: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015301","2025-11-03 06:10:33","Issue 2300: Slow internet","User reported Issue 2300: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015300","2025-11-03 06:10:32","Issue 2299: Software installation error","User reported Issue 2299: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015299","2025-11-03 06:10:32","Issue 2298: Email not syncing","User reported Issue 2298: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015298","2025-11-03 06:10:32","Issue 2297: Software installation error","User reported Issue 2297: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015297","2025-11-03 06:10:32","Issue 2296: Email not syncing","User reported Issue 2296: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015296","2025-11-03 06:10:32","Issue 2295: Slow internet","User reported Issue 2295: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015295","2025-11-03 06:10:32","Issue 2294: VPN connection failure","User reported Issue 2294: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015294","2025-11-03 06:10:31","Issue 2293: Laptop boot issue","User reported Issue 2293: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015293","2025-11-03 06:10:31","Issue 2292: Slow internet","User reported Issue 2292: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015292","2025-11-03 06:10:31","Issue 2291: Email not syncing","User reported Issue 2291: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015291","2025-11-03 06:10:31","Issue 2290: VPN connection failure","User reported Issue 2290: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015290","2025-11-03 06:10:31","Issue 2289: Software installation error","User reported Issue 2289: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0015289","2025-11-03 06:10:30","Issue 2288: Laptop boot issue","User reported Issue 2288: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015288","2025-11-03 06:10:30","Issue 2287: VPN connection failure","User reported Issue 2287: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015287","2025-11-03 06:10:30","Issue 2286: Laptop boot issue","User reported Issue 2286: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015286","2025-11-03 06:10:30","Issue 2285: Software installation error","User reported Issue 2285: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0015285","2025-11-03 06:10:30","Issue 2284: Laptop boot issue","User reported Issue 2284: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015284","2025-11-03 06:10:30","Issue 2283: Slow internet","User reported Issue 2283: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015283","2025-11-03 06:10:29","Issue 2282: Laptop boot issue","User reported Issue 2282: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0015282","2025-11-03 06:10:29","Issue 2281: Software installation error","User reported Issue 2281: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0015281","2025-11-03 06:10:29","Issue 2280: Software installation error","User reported Issue 2280: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0015280","2025-11-03 06:10:29","Issue 2279: VPN connection failure","User reported Issue 2279: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0015279","2025-11-03 06:10:29","Issue 2278: Email not syncing","User reported Issue 2278: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
